Barrio2	2016	Grand Total
MACONDO Y CARMEN	1	1
MACARENA	2	2
LUSITANIA	1	1
LUNA PARK I SECTOR	3	3
LUIS LÓPEZ DE MEZA	3	3
LUIS CARLOS GALÁN	1	1
LUIS CARLOS GALAN	3	3
LUCERO SUR BAJO	1	1
LUCERO MEDIO	2	2
LUCERO BAJO	8	8
LUCERO ALTO	6	6
LOURDES	12	12
LOS VIRREYES II	1	1
LOS TRES REYES - I ETAPA	1	1
LOS SAUCES	2	2
LOS ROSALES	4	4
LOS PINOS DE SUBA	1	1
LOS PINOS	1	1
LOS PINARES	1	1
LOS PIJAOS	9	9
LOS PERIODISTAS	4	4
LOS OLIVOS	1	1
LOS NARANJOS	8	8
LOS MONJES	3	3
LOS MOLINOS I SECTOR	5	5
LOS MOLINOS DEL VIENTO	1	1
LOS MOLINOS DEL SUR	11	11
LOS LIBERTADORES SAN JOSÉ	1	1
LOS LIBERTADORES	2	2
LOS LAURELES	7	7
LOS LACHES	3	3
LOS HAYUELOS	35	35
LOS GRUPOS	1	1
LOS COMUNEROS	2	2
LOS CEREZOS	6	6
LOS CEDRITOS	62	62
LOS ANGELES	2	2
LOS ANDES	4	4
LOS ALPES	1	1
LOS ALMENDROS	2	2
LOS ALCAPARROS DE SUBA	1	1
LOMBARDIA III	1	1
LOMBARDIA II	10	10
LLANO GRANDE	18	18
LITUANIA	1	1
LISBOA	21	21
LIJACA	8	8
LIBERTADORES	4	4
LIBERTADOR SUR	4	4
LAURELES LA ESTACIÓN	2	2
LAS VIOLETAS	1	1
LAS VILLAS II SECTOR	1	1
LAS VILLAS I SECTOR	10	10
LAS ORQUÍDEAS	10	10
LAS NIEVES	63	63
LAS MERCEDES	6	6
LAS MARGARITAS	40	40
LAS MANITAS	1	1
LAS GRANJAS	1	1
LAS GAVIOTAS URB.	1	1
LAS FLORES I	1	1
LAS FLORES	8	8
LAS FERIAS	7	7
LAS DOS AVENIDAS	6	6
LAS DELICIAS	15	15
LAS CRUCES	33	33
LAS COLUMNAS	1	1
LAS COLINAS	22	22
LAS BRISAS	4	4
LAS AMERICAS	23	23
LAS AGUAS	46	46
LAS ACACIAS	3	3
LAGOS DE SUBA	8	8
LAGO GAITAN	25	25
LAGO DE CHAPINERO	4	4
LA VICTORIA NORTE	1	1
LA VICTORIA	29	29
LA VERACRUZ	7	7
LA URIBE	18	18
LA TRINIDAD	2	2
LA TOSCANA	9	9
LA SOLEDAD, SAN JOSÉ NORTE	1	1
LA SOLEDAD	32	32
LA SERENA	4	4
LA SALLE	4	4
LA SALINA	1	1
LA SABANA	13	13
LA ROSITA	2	2
LA ROCA	3	3
LA RIVIERA	4	4
LA RIVERA	2	2
LA RESURRECCIÓN II	5	5
LA PRIMAVERA NORTE II SECTOR	1	1
LA PRIMAVERA NORTE I SECTOR	2	2
LA PRIMAVERA NORTE	4	4
LA PRIMAVERA	6	6
LA PRADERA NORTE	8	8
LA PORTADA	1	1
LA PORCIUNCULA	21	21
LA PONDEROSA	1	1
LA PLAYA II	1	1
LA PLAYA	3	3
LA PICOTA	2	2
LA PERSEVERANCIA	6	6
LA PERLA	1	1
LA PEPITA	1	1
LA PEÑA	1	1
LA PENINSULA	2	2
LA PAZ BOSA	2	2
LA PAZ	5	5
LA PATRIA	6	6
LA PALMA	1	1
LA PALESTINA	2	2
LA MERCED NORTE	4	4
LA MERCED	1	1
LA MARQUEZA	1	1
LA MARICHUELA	12	12
LA MARÍA SUR	1	1
LA MARIA	4	4
LA MAGDALENA	10	10
LA MACARENA	7	7
LA LIBERTAD II	1	1
LA LIBERTAD I	2	2
LA LIBERTAD	9	9
LA LIBERIA	5	5
LA LAGUNA DE FONTIBÓN	1	1
LA LAGUNA	5	5
LA ISABELA II	1	1
LA INDEPENDENCIA	2	2
LA IGUALDAD	9	9
LA HORTUA	2	2
LA HERRADURA	3	3
LA GRANJA	13	13
LA GLORIA BAJA	3	3
LA GLORIA	5	5
LA GIRALDA	5	5
LA GAITANA	39	39
LA FRANCIA	1	1
LA FRAGUITA ZONA INVADIDA	1	1
LA FRAGUA	6	6
LA FLORIDA IV SECTOR	1	1
LA FLORIDA	5	5
LA FLORESTA	1	1
LA FISCALA	2	2
LA FELICIDAD	4	4
LA FAVORITA	36	36
LA FAENA	3	3
LA EUROPA	2	2
LA ESTRELLA NORTE	2	2
LA ESTRELLA DEL SUR	4	4
LA ESTRELLA	3	3
LA ESTRADITA	5	5
LA ESTRADA	4	4
LA ESTANZUELA	8	8
LA ESTANCIA BAJA	1	1
LA ESTANCIA	4	4
LA ESTACION IMPERIAL	2	2
LA ESTACIÓN	9	9
LA ESPERANZA II	1	1
LA ESPERANZA I	1	1
LA ESPERANZA DE TIBANICA	2	2
LA ESPERANZA	18	18
LA ESPAÑOLA	6	6
LA ESMERALDA	24	24
LA DESPENSA	2	2
LA CONSOLACIÓN	3	3
LA CONEJERA II ETAPA	1	1
LA CONCORDIA	5	5
LA CONCEPCION	4	4
LA COLONIA ORIENTAL	1	1
LA COLMENA	2	2
LA CLARITA	8	8
LA CITA	1	1
LA CHUCUA NORTE	3	3
LA CATEDRAL	22	22
LA CASTELLANA	23	23
LA CASTAÑA	2	2
LA CAROLINA	1	1
LA CAPUCHINA	20	20
LA CANDELARIA	17	17
LA CAMPIÑA	1	1
LA CALLEJA	10	10
LA CABRERA	16	16
LA CABAÑA Y LA SUERTE	1	1
LA CABAÑA	8	8
LA BELLEZA	2	2
LA AZUCENA A	4	4
LA AURORA II SECTOR	3	3
LA AURORA I SECTOR	9	9
LA AURORA	5	5
LA ANDREA	2	2
LA AMISTAD BOSA	3	3
LA AMISTAD	3	3
LA ALMERÍA	1	1
LA ALDEA	5	5
LA ALAMEDA DEL SUR	1	1
LA ALAMEDA	19	19
LA AGUADITA	2	2
LA ACACIA	3	3
KASANDRA	2	2
JULIO FLOREZ	1	1
JUAN XXIII	3	3
JUAN REY	6	6
JUAN PABLO II	9	9
JOSÉ JOAQUÍN VARGAS	2	2
JOSE JOAQUIN VARGAS	8	8
JOSE ANTONIO GALAN	3	3
JORGE GAITAN CORTES	2	2
JORDAN	1	1
JERUSALÉN	6	6
JERICO	1	1
JAZMÍN OCCIDENTAL	1	1
JAVA II SECTOR	1	1
JARDÍN DE SAN JORGE	1	1
JAKELIN	3	3
JACQUELINE	1	1
JABOQUE	2	2
ISRAELITAS	1	1
ISLANDIA	2	2
ISLA DEL SOL	7	7
ISABELA I	1	1
INTERINDUSTRIAL	2	2
INGLES	5	5
ILARCO	1	1
IBERIA	5	5
HORIZONTES	1	1
HOLANDA	2	2
HIPOTECHO OCCIDENTAL	27	27
HACIENDA SANTA BARBARA I SECTOR	3	3
HACIENDA SANTA BÁRBARA	1	1
GUSTAVO RESTREPO	32	32
GUAVIO	1	1
GUATIQUIA URBANIZACIÓN	1	1
GUADUAL FONTIBÓN	1	1
GUADUAL	1	1
GUACAMAYAS I-II	13	13
GRATAMIRA	2	2
GRANJAS EL DORADO	1	1
GRANJAS DE TECHO	2	2
GRANADA SUR III SECTOR	1	1
GRANADA SUR	6	6
GRANADA NORTE	8	8
GRANADA	10	10
GRAN YOMASA	11	11
GRAN GRANADA	1	1
GRAN GRADANA I Y II	1	1
GRAN COLOMBIANO	13	13
GRAN BRITALIA	50	50
GRAN AMERICA	12	12
GOVAROBA II	1	1
GORGONZOLA	8	8
GONZALO JIMENEZ	3	3
GLORIA LARA DE ECHEVERRY II ETAPA	2	2
GIRARDOT	4	4
GIRALDILLA II	1	1
GILMAR	4	4
GIBRALTAR	1	1
GETSEMANI	1	1
GERMANIA	7	7
GARCES NAVAS	5	5
GALERIAS	42	42
GALAN	33	33
GAITAN	12	12
FRANCO	2	2
FRANCISCO JOSE DE CALDASS	21	21
FRANCIA	1	1
FONTIBÓN UNIDAD RESIDENCIAL	3	3
FONTIBON CENTRO	24	24
FONTANAR DEL RÍO B	9	9
FONTANAR DEL RÍO	4	4
FLORIDA SUR ALTO	1	1
FLORIDA BLANCA	6	6
FLORESTA SUR	3	3
FLORESTA DE SUBA (LA MESA)	1	1
FLORENCIA	6	6
FLORALIA	2	2
FLANDES	3	3
FIORITA	1	1
FINCA NUEVA ZELANDIA	1	1
FINCA LINTERAMA	1	1
FERROCAJA	7	7
FERIAS	17	17
FÁTIMA	9	9
ESTRELLA DEL NORTE	1	1
ESTRELLA	2	2
ESTADOS UNIDOS	15	15
ESTACIÓN CENTRAL	4	4
ESPINOS I	1	1
ESCUELA MILITAR	5	5
ESCUELA DE CARABINEROS	1	1
ESCOCIA	2	2
ENTRERIOS	4	4
ENGATIVÁ ZONA URBANA	1	1
ENGATIVA	5	5
EMAUS	4	4
EL VIRREY ULTIMA ETAPA	8	8
EL VERGEL	7	7
EL TUNAL II	73	73
EL TROPEZON	2	2
EL TRIUNFO	5	5
EL TINTAL CENTRAL	1	1
EL TINTAL	30	30
EL TESORITO	1	1
EL TAPETE	2	2
EL TABOR	1	1
EL SALITRE SUBA	1	1
EL SALITRE	9	9
EL SALITRAL II	1	1
EL RUBÍ	1	1
EL RUBI	1	1
EL ROSARIO	3	3
EL RINCÓN DE SUBA	1	1
EL RINCÓN DE LA CAMAPIÑA	2	2
EL RINCÓN	32	32
EL RETIRO I	1	1
EL RETIRO	38	38
EL RESTREPO	23	23
EL REFUGIO I	2	2
EL REFUGIO DE SAN ANTONIO	1	1
EL REFUGIO	4	4
EL RECUERDO SAN BERNARDINO	1	1
EL RECUERDO	16	16
EL RECREO	10	10
EL RECODO	5	5
EL RAMAJAL	2	2
EL PROGRESO	2	2
EL PORVENIR II SECTOR	2	2
EL PORVENIR	32	32
EL PORTAL II SECTOR	1	1
EL PORTAL DEL CENTENARIO	1	1
EL PORTAL DE PATIO BONITO	3	3
EL PORTAL DE LAS MERCEDES	3	3
EL PORTAL DE J.J. VARGAS	1	1
EL PORTAL	5	5
EL POA	23	23
EL PLAN	3	3
EL PINO	19	19
EL PINAR	18	18
EL PESEBRE	1	1
EL PENSIL	1	1
EL PEDREGAL	1	1
EL PATIO III SECTOR	4	4
EL PASEO	1	1
EL PAREJO	1	1
EL PARAÍSO	5	5
EL PARAISO	1	1
EL PANTANITO	2	2
EL OLIVO	1	1
EL NOGAL	4	4
EL MUELLE	4	4
EL MOTORISTA	1	1
EL MORTIÑO	2	2
EL MOCHUELO ORIENTAL	1	1
EL LLANITO	1	1
EL LISTON	8	8
EL LIBERTADOR	2	2
EL LAUREL	3	3
EL LAGO DEL PARAÍSO	1	1
EL JAZMÍN RURAL	1	1
EL JAZMÍN II SECTOR	3	3
EL JAZMÍN I SECTOR	3	3
EL JARDÍN	1	1
EL JAPÓN	1	1
EL GUAVIO	2	2
EL GRECO	2	2
EL ESPARTILLAL	9	9
EL ENSUEÑO	2	2
EL ENCANTO	2	2
EL EJIDO	9	9
EL DORADO NORTE	1	1
EL DORADO	2	2
EL CORTIJO	11	11
EL CONSUELO	4	4
EL CODITO	9	9
EL CHILCAL	1	1
EL CEREZO	1	1
EL CENTENARIO	20	20
EL CEDRO	1	1
EL CASTILLO	5	5
EL CARMEN	5	5
EL CARMELO	4	4
EL CAMPIN (ESTADIO)	1	1
EL CAMPIN (COLISEO)	1	1
EL CAMPIN	8	8
EL BOSQUE SAN ANTONIO	1	1
EL BOSQUE	1	1
EL ARRAYÁN	1	1
EL AMPARO	33	33
EGIPTO ALTO	4	4
EGIPTO	6	6
EDUARDO SANTOS	10	10
EDUARDO FREY	3	3
ECUALIPTOS DE LA COLINA	1	1
ECOPETROL	1	1
DOMINGO LAIN III	1	1
DOCE DE OCTUBRE	6	6
DINDALITO	14	14
DIANA TURBAY	22	22
DANUBIO II	1	1
DANUBIO AZUL I Y II SECTOR	1	1
DANUBIO AZUL	15	15
CUNDINAMARCA	3	3
COUNTRY SUR	19	19
COUNTRY PLAZA	5	5
COSTA RICA	6	6
CORDOBA	2	2
CORABASTOS	7	7
CONTADOR	18	18
CONJUNTO RESIDENCIAL VILLA MARÍA	1	1
CONJUNTO RESIDENCIAL LOS CRISTALES	1	1
CONJUNTO RESIDENCIAL LAS ORQUÍDEAS	1	1
CONJUNTO RESIDENCIAL LA VALVANERA	2	2
CONJUNTO RESIDENCIAL LA PRADERA	8	8
CONJUNTO RESIDENCIAL AVENTURA PLAZA	1	1
CONDADOS DE CASTILLA	4	4
COMUNEROS URB. LOS	1	1
COMPOSTELA II	2	2
COMPARTIR	1	1
COMFAMILIAR ASEGURADORA II	2	2
COLSEGUROS	1	1
COLOMBIA	9	9
COLMENA I	2	2
COLINA LINDA	19	19
CLASS	3	3
CLARET	12	12
CIUDADELA EL RECREO	1	1
CIUDADELA EL OASIS	1	1
CIUDADELA COLSUBSIDIO	11	11
CIUDADELA CAFAM	1	1
CIUDAD SALITRE SPMZ III 14-15	1	1
CIUDAD SALITRE SPMZ II - 3-6-9	1	1
CIUDAD SALITRE II	24	24
CIUDAD SALITRE I	1	1
CIUDAD SALITRE	30	30
CIUDAD KENNEDY SUR	3	3
CIUDAD KENNEDY OCC	2	2
CIUDAD KENNEDY NORTE	3	3
CIUDAD KENNEDY CENTRAL	51	51
CIUDAD JARDIN SUR	22	22
CIUDAD JARDIN	6	6
CIUDAD HUNZA	1	1
CIUDAD DE CALI	4	4
CIUDAD BERNA	12	12
CIUDAD BACHUE	1	1
CHUNIZA	7	7
CHUCUA EL BURRO	1	1
CHICO SUR	2	2
CHICO NORTE III SECTOR	1	1
CHICO NORTE II SECTOR	4	4
CHICO NORTE II	4	4
CHICO NORTE I	19	19
CHICO NAVARRA	14	14
CHICO II	3	3
CHICO I	42	42
CHICALA	4	4
CHAPINERO SUR OCCIDENTAL	4	4
CHAPINERO SUR OCC.	6	6
CHAPINERO NORTE	70	70
CHAPINERO CENTRAL	104	104
CHAPINERO ALTO	85	85
CHAPINERITO	4	4
CHAPARRAL	1	1
CERVANTES	1	1
CERROS NORTE	5	5
CERROS DE SUBA	2	2
CERROS DE NIZA	1	1
CERRO MONSERRATE	2	2
CENTRO USME	9	9
CENTRO NORTE USAQUÉN	7	7
CENTRO INTERNACIONAL	3	3
CENTRO FONTIBÓN	10	10
CENTRO COMERCIAL COLSEGUROS	5	5
CENTRO COMERCIAL ANDINO	1	1
CENTRO COM CENTROSUBA	1	1
CENTRO CIAL PLAZA AMERICAS	2	2
CENTRO ANTONIO NARIÑO	4	4
CENTRO ADMINISTRATIVO	12	12
CENTRO	24	24
CENTENARIO	6	6
CEMENTERIO EL APOGEO	3	3
CEDRO SALAZAR	3	3
CEDRO NORTE	3	3
CEDRO GOLF EL RODEO	2	2
CEDRO CLARO	1	1
CATALUÑA	10	10
CASTILLA REAL	25	25
CASTILLA LA NUEVA	18	18
CASAVIANCA	1	1
CASALOMA II	1	1
CASABLANCA I	9	9
CASA GRANDE	2	2
CASA DE TEJA	5	5
CASA BLANCA NORTE	1	1
CASA BLANCA	4	4
CARVAJAL	44	44
CAROLINA ORIENTAL	1	1
CARMEN DEL SOL I SECTOR	1	1
CARLOS LLERAS RESTREPO	1	1
CARCEL DISTRIAL	1	1
CARACOL	3	3
CAPELLANIA	10	10
CANTALEJO	8	8
CANDELARIA LA NUEVA I SECTOR	9	9
CANDELARIA III-IV	34	34
CANAIMA	4	4
CANADA	2	2
CAMPO HERMOSO	2	2
CAMPO EUCARISTICO	5	5
CAMPIÑA	7	7
CAMPANIA	1	1
CAMPANELLA	1	1
CAMINO VIEJO DE SAN CRISTÓBAL	1	1
CAMENTERIO CHAPINERO	1	1
CAMELIA NORTE	1	1
CALVO SUR	5	5
CALVO MAC PHILIS	1	1
CALLEJÓN DE SANTA BÁRBARA II SECTOR	1	1
CALLEJÓN DE SANTA BÁRBARA	1	1
CALLEJÓN DE LA ESTANZUELA	1	1
CALLEJA DOS MIL	1	1
CALIFORNIA	3	3
CALDAS	2	2
CALATRAVA	1	1
CALANDAIMA	1	1
BUENOS AIRES	4	4
BUENA VISTA	1	1
BRITALIA PORTALES DEL NORTE	1	1
BRITALIA ALTA	2	2
BRITALIA	10	10
BRISAS DEL VOLADOR	2	2
BRISAS DEL POLO	5	5
BRISAS DEL GALÁN	1	1
BRAVO PÁEZ	10	10
BRASILL II SECTOR	3	3
BRASILIA SUR	4	4
BRASILIA I SECTOR	6	6
BRASIL SECTOR BARRETO	1	1
BRASIL II SECTOR II ETAPA	3	3
BOYACA REAL	10	10
BOYACÁ	2	2
BOSTON	2	2
BOSQUES DEL PORTAL	1	1
BOSQUES DE SAN JOSÉ	5	5
BOSQUES DE SAN JORGE	1	1
BOSQUES DE MODELIA	1	1
BOSQUES DE MARIANA	1	1
BOSQUES DE GRANADA II SECTOR	1	1
BOSQUES DE GRADANA	1	1
BOSQUE POPULAR	20	20
BOSQUE IZQUIERDO	1	1
BOSQUE EL LIMONAR	2	2
BOSQUE DE SAN CARLOS	4	4
BOSQUE DE PINOS II	2	2
BOSQUE DE LOS MOLINOS	2	2
BOSQUE CALDERON TEJADA	1	1
BOSQUE CALDERÓN	4	4
BOSA NOVA	2	2
BOSA LINDA	2	2
BOSA CENTRO	10	10
BOSA CARBONELL I	2	2
BOSA CARBONEL II	7	7
BOSA	33	33
BONANZA SUR	3	3
BONANZA	12	12
BOMBAY	5	5
BOLIVIA	6	6
BOITA	10	10
BOHIOS DE HUNZA	2	2
BOGOTA SUR - LA ESPERANZA	3	3
BOCHICA III	1	1
BOCHICA COMPARTIR	1	1
BOCHICA	10	10
BILBAO	8	8
BETANIA	2	2
BERLIN SUBA	2	2
BERLÍN	1	1
BELMONTE	1	1
BELLO HORIZONTE	5	5
BELLAVISTA II SECTOR	2	2
BELLAVISTA ALTA	1	1
BELLAVISTA	27	27
BELLA VISTA SUR	5	5
BELLA SUIZA	8	8
BELLA NIDIA	2	2
BELLA FLOR	1	1
BELLA ESTANCIA	3	3
BELÉN	2	2
BELEN	4	4
BELALCAZAR	17	17
BAVARIA TECHO II SECTOR	2	2
BAVARIA	4	4
BATAVIA	1	1
BARRIOS UNIDOS	12	12
BARRANQUILLITA	3	3
BARRANCAS NORTE	1	1
BARRANCAS	14	14
BARCELONA	3	3
BARANDILLAS DE SUBA	1	1
BAQUERO	2	2
BANDERAS	12	12
BANCO CENTRAL	2	2
BALMORAL I ETAPA	1	1
BALCONES DEL TRIUNFO	1	1
BACHUE	16	16
AYACUCHO	2	2
AVENIDA CUNDINAMARCA	1	1
AUTOPISTA MEDELLIN	1	1
AURES I-II	5	5
AURES II	16	16
ATENAS	5	5
ATAHUALPA	9	9
ARRAYANES SUBA	1	1
ARRAYANES	1	1
ARMENIA	21	21
ARGENTINA	2	2
ARGELIA	1	1
ARBORIZADORA BAJA	7	7
ARBORIZADORA ALTA	9	9
ARABIA	2	2
ANTONIO MORALES GALVIS	1	1
ANTONIO JOSE DE SUCRE	2	2
ANTONIO GRANADO SUBA	1	1
ANTONIA SANTOS	2	2
ANTIGUO COUNTRY	29	29
ANDES	14	14
ANDALUCÍA	7	7
AMARUC	1	1
AMAPARO CAÑIZARES	2	2
ÁLVARO BERNAL SEGURA	2	2
ALTOS DEL REDIL	3	3
ALTOS DEL POBLADO	3	3
ALTOS DE SAN ISIDRO	1	1
ALTOS DE JALISCO	1	1
ALTOS DE BETANIA III	1	1
ALTO DE LA CRUZ	2	2
ALTILLOS DE SUBA	2	2
ALTAMIRA	8	8
ALTAMAR	1	1
ALTA BLANCA	1	1
ALSACIA	2	2
ALQUERÍA LA FRAGUA	9	9
ALQUERÍA DE LA FRAGUA DEL ISS	5	5
ALOHA NORTE	2	2
ALMONACID	1	1
ALMIRANTE PADILLA	2	2
ALMIRANTE COLON	2	2
ALMENDROS	3	3
ALMENA	1	1
ALHAMBRA SECTOR NORTE	12	12
ALFONSO LÓPEZ SECTOR CHARALA	1	1
ALFONSO LOPEZ	19	19
ALFEREZ REAL	2	2
ALCAZARES NORTE	4	4
ALCAZARES	16	16
ALCAPARROS I-II	1	1
ALCALÁ	5	5
ALCALA	3	3
ALAMOS SUR	22	22
ÁLAMOS NORTE	1	1
ALAMEDAS DE MODELIA	1	1
ALAMEDA DEL SUR	1	1
ALAMEDA DE TIMIZA	1	1
ALAMEDA	28	28
AGUAS CLARAS	2	2
AFIDRO	1	1
AEROPUERTO EL DORADO	12	12
ACIP	1	1
ACEVEDO TEJADA	14	14
ACATAMA	2	2
ACAPULCO	3	3
ACACIAS NORTE	2	2
ACACIAS IV	1	1
ABRAHAM LINCON	13	13
7 DE AGOSTO	18	18
12 DE OCTUBRE	1	1